age,income,credit_score,loan_amount,debt_ratio,gender,employment_years,default
28,50843,712,9550,0.98,Female,14,0
36,65437,690,25508,0.99,Male,22,1
62,52328,713,27833,0.49,Female,26,0
56,46202,594,16227,0.9,Female,20,1
50,85959,685,19646,0.63,Male,20,0
38,76746,691,32441,0.56,Female,1,1
22,49100,671,13973,0.47,Female,27,0
69,57324,650,21643,0.9,Female,3,0
33,82143,703,20794,0.66,Male,8,1
24,45176,686,32834,0.4,Male,11,0
46,45988,677,34860,0.54,Female,1,0
45,67050,663,26369,0.5,Female,24,0
50,94057,665,48340,0.51,Female,23,0
31,60807,641,20229,0.38,Male,28,0
27,75747,656,-15723,0.67,Female,3,0
51,44738,633,15909,0.15,Male,11,0
64,65415,660,16391,0.9,Female,1,0
30,54605,698,32402,0.47,Male,5,0
59,87999,720,18506,0.82,Female,6,1
33,83980,677,30609,0.76,Female,17,0
51,94191,676,26435,0.52,Female,23,0
27,49567,687,22354,0.28,Female,24,0
69,60532,729,23226,0.61,Male,4,0
62,65627,668,22273,0.95,Female,21,0
62,50152,703,29101,0.27,Female,21,1
56,61965,698,17998,0.33,Male,9,0
40,73634,648,16944,0.99,Male,17,1
24,51744,715,23283,0.9,Female,28,0
27,49449,576,21560,0.59,Male,10,0
21,48455,733,18332,0.73,Female,16,0
64,39844,620,37482,0.5,Male,29,0
65,72809,673,25714,0.46,Female,10,0
62,49414,721,15529,0.5,Male,4,0
67,47833,658,24795,0.47,Male,5,0
33,67936,691,12468,0.71,Female,13,1
42,59840,722,10832,0.4,Male,15,0
41,52117,772,26412,0.25,Male,27,1
42,72159,679,13129,0.74,Female,13,0
48,51518,688,20330,0.13,Male,0,1
29,27345,682,11680,0.75,Female,23,0
46,79998,668,17681,0.34,Female,4,1
29,47577,612,16543,0.27,Male,4,0
35,49215,623,19243,0.44,Male,7,0
30,49281,679,38458,0.21,Female,13,0
44,60894,697,30256,0.45,Female,7,0
62,55886,743,19097,0.19,Male,8,0
28,74821,669,18348,0.54,Female,26,1
44,84676,756,14357,0.26,Male,19,1
36,49812,619,11700,0.22,Male,2,1
69,45929,690,18809,0.62,Male,9,0
46,52171,666,30662,0.66,Male,15,0
47,66585,614,-5270,0.1,Female,10,0
57,58254,595,28172,0.45,Male,1,0
24,52493,658,29180,0.17,Female,0,0
44,40544,662,2932,0.76,Female,29,0
39,26866,635,20295,0.71,Male,9,0
56,44929,718,16509,0.14,Male,20,0
59,78966,659,18666,0.95,Male,5,0
30,66539,630,21714,0.96,Male,7,0
45,57126,668,22543,0.4,Female,29,0
38,70946,648,9034,0.22,Male,5,0
39,40681,762,33015,0.2,Female,1,0
56,60851,664,16195,0.86,Female,7,0
30,33204,634,41042,0.51,Male,20,0
53,65190,762,12461,0.11,Male,28,0
25,63892,716,11539,0.93,Female,2,1
67,64249,685,22589,0.63,Female,29,0
69,77514,640,27188,0.72,Female,21,0
55,71639,718,30189,0.84,Female,11,0
64,41866,606,12096,0.84,Female,5,1
54,77740,714,17330,0.17,Male,18,0
53,56858,692,34927,0.62,Female,6,1
41,30447,729,17048,0.73,Female,22,1
37,58368,561,27122,0.18,Female,22,0
42,69706,633,4847,0.3,Male,23,0
68,44792,630,7098,0.46,Female,26,0
57,79992,624,27729,0.9,Male,22,1
35,46150,701,18813,0.87,Female,12,0
55,52783,665,26048,0.8,Male,3,0
48,50028,636,14978,0.99,Male,20,0
27,34365,624,6750,0.32,Male,13,0
52,45102,631,20741,0.52,Female,3,0
31,49322,723,8824,0.5,Female,17,0
30,58048,676,21001,0.71,Male,6,0
29,14977,721,12274,0.87,Male,12,0
34,70748,813,25219,0.54,Female,2,0
33,70600,679,17839,0.54,Male,28,0
45,77721,609,17584,0.65,Male,16,0
22,37625,673,22733,0.77,Male,0,0
55,55607,773,27431,0.28,Male,24,0
27,74121,734,21459,0.97,Male,10,0
41,75412,647,34259,0.18,Male,18,0
38,82183,664,33928,0.12,Male,6,0
23,61540,718,14385,0.42,Female,24,0
62,59160,703,11061,0.73,Male,13,0
59,36630,719,10221,0.98,Male,6,0
61,75973,668,34420,0.94,Male,26,0
69,53095,699,10255,0.72,Female,23,0
31,60509,664,16891,0.49,Female,21,0
59,59507,749,20088,0.64,Male,10,0
44,24080,603,34167,0.97,Male,18,0
66,47828,603,9516,0.34,Female,15,0
39,66808,644,28696,0.53,Male,16,0
24,59271,646,20112,0.72,Female,25,0
46,66927,603,18978,0.11,Male,13,0
58,71757,594,19787,0.44,Male,23,0
62,47651,733,14369,0.61,Female,21,0
52,52272,671,16675,0.91,Female,14,0
59,57882,667,14207,0.99,Female,17,0
65,71602,682,9508,0.6,Male,11,0
66,56488,759,10582,0.95,Male,12,1
56,33283,685,29461,0.19,Male,25,0
60,57027,674,17198,0.73,Male,23,0
57,70999,648,25369,0.46,Male,3,0
53,80355,709,18579,0.78,Male,9,1
56,64208,676,18442,0.88,Male,8,0
23,37710,762,19392,0.15,Female,11,0
29,53904,671,25844,0.94,Male,24,1
28,67125,730,14510,0.16,Female,24,0
53,72993,644,18766,0.78,Male,3,1
26,67606,643,27233,0.16,Female,5,0
61,56225,588,28670,0.88,Female,13,0
59,72877,719,31882,0.28,Male,3,0
24,50391,678,12300,0.49,Male,25,0
33,62769,711,14882,0.94,Male,9,1
69,71246,764,18410,0.81,Male,4,0
22,68649,637,9478,0.81,Male,6,1
25,68986,630,26979,0.79,Female,6,0
64,68608,640,22307,0.61,Male,9,0
47,44269,574,18762,0.96,Male,21,0
52,60263,670,28237,0.85,Female,27,0
41,46361,724,13957,0.5,Male,25,0
28,55657,682,29029,0.77,Female,19,0
58,42467,601,33935,1.0,Female,12,0
28,65174,662,22462,0.88,Male,27,0
23,30522,686,19942,0.1,Female,28,0
64,69259,728,21346,0.76,Male,14,0
23,60230,719,8887,0.91,Female,20,0
42,88532,662,18428,0.39,Female,4,0
26,56930,662,36464,0.98,Female,24,1
22,56926,709,36999,0.46,Male,29,0
43,70237,650,20731,0.48,Male,15,1
64,57802,722,15642,0.24,Male,26,0
22,64122,647,28230,0.19,Female,5,0
58,74916,757,19713,0.58,Female,3,0
37,55987,691,27571,0.64,Female,5,0
55,77928,582,14055,0.43,Male,22,0
54,34812,712,22445,0.65,Female,22,0
43,84052,692,17110,0.46,Male,25,0
50,33177,704,19955,0.88,Female,15,0
28,80282,792,15433,0.96,Female,18,0
42,32003,666,18883,0.63,Female,5,1
64,89708,602,22422,0.86,Female,10,0
56,62413,743,25566,0.87,Female,13,1
25,45826,591,18715,0.74,Male,22,1
33,87976,642,31601,0.27,Female,14,0
49,43666,682,9705,0.24,Female,0,0
51,56589,635,8030,0.93,Female,3,0
67,99070,676,15251,0.34,Female,6,0
36,65933,673,20085,0.32,Female,27,0
62,29609,756,32990,0.25,Male,9,0
50,55900,558,18513,0.57,Male,0,0
36,54573,684,12430,0.71,Male,13,0
32,62827,633,14863,0.71,Female,23,0
37,59333,651,20647,0.33,Male,5,0
36,68187,714,11387,0.19,Female,13,0
32,37079,705,35439,0.38,Female,21,0
28,51781,697,1267,0.55,Female,18,0
40,64677,617,13895,0.65,Male,5,0
23,48567,739,15507,0.34,Female,19,0
36,76439,636,12200,0.26,Male,24,0
50,48867,749,25383,0.86,Male,28,0
65,62149,647,14748,0.87,Female,19,0
43,58425,731,24963,0.35,Female,5,1
48,44779,685,32637,0.6,Female,10,1
60,60907,596,29897,0.5,Female,28,0
25,40321,662,21277,0.23,Male,28,0
40,53345,765,20014,0.95,Male,29,0
60,60454,721,27071,0.11,Female,28,0
64,38589,658,17709,0.27,Male,21,0
21,69352,745,16099,0.41,Female,10,0
50,63905,694,12075,0.87,Male,16,0
41,67980,762,22468,0.81,Male,19,0
40,60037,676,11552,0.62,Male,8,0
26,42739,665,14339,0.73,Male,13,1
42,59998,729,36832,0.41,Male,26,0
38,69346,692,25391,0.95,Female,25,0
28,42145,707,23228,0.12,Male,5,0
59,43337,636,14235,0.19,Female,27,0
52,56308,738,26170,0.93,Male,3,0
53,54430,729,11866,0.95,Male,6,1
36,59757,747,7798,0.54,Female,29,1
32,55624,612,15579,0.62,Female,9,1
58,62399,621,10562,0.91,Male,6,0
54,78327,642,23720,0.87,Female,4,0
34,68075,668,22927,0.88,Female,3,0
56,60842,613,21824,0.43,Male,14,1
53,43399,711,24669,0.85,Female,3,1
43,49170,658,24320,0.16,Male,14,0
65,72626,742,14584,0.54,Male,6,0
22,52972,784,23839,0.31,Female,5,0
61,45483,650,22510,0.13,Female,3,0
41,91470,641,15071,0.66,Male,18,0
22,82866,717,17138,0.17,Female,1,1
47,58133,684,26818,0.21,Male,14,0
29,43760,698,9476,0.17,Male,19,0
21,70850,746,22667,0.98,Female,22,0
31,52648,666,19133,0.14,Male,29,0
23,73327,626,19775,0.34,Male,1,0
43,52664,618,17729,0.69,Male,12,1
46,84680,671,23369,0.84,Male,27,0
24,52218,662,7385,0.65,Male,24,1
38,95471,723,22016,0.98,Male,13,1
26,62925,749,11610,0.4,Female,8,0
55,80764,749,28252,0.52,Female,15,0
42,51898,644,9657,0.84,Female,21,0
63,40329,639,832,0.71,Male,8,0
35,25406,589,6413,0.29,Male,16,0
42,79149,680,19547,0.55,Female,21,0
57,61020,724,7576,0.98,Male,2,0
62,41286,644,9548,0.88,Male,21,0
32,79773,605,14418,0.27,Female,4,0
67,77339,774,24231,0.26,Male,11,0
69,80735,644,13860,0.85,Female,4,0
62,39903,674,18320,0.28,Male,13,0
58,78696,656,18189,0.51,Female,16,1
38,65760,613,8436,0.26,Female,29,0
65,81414,725,23253,0.11,Male,4,0
55,68140,592,38012,0.89,Male,12,0
50,62595,736,6172,0.8,Female,26,0
44,78899,693,12939,0.52,Male,21,0
62,72778,666,9819,0.24,Female,14,0
50,76226,667,18414,0.83,Female,16,0
34,52679,702,8391,0.42,Male,9,0
26,57413,647,30023,0.7,Female,15,1
23,33992,688,31309,0.39,Female,28,0
36,51598,635,25537,0.49,Male,29,1
27,71855,572,27486,0.58,Male,22,1
34,68462,710,20922,0.79,Female,28,0
29,45307,801,28638,0.85,Female,15,0
35,79235,708,17572,0.5,Male,16,0
41,104596,677,15708,0.31,Female,6,0
55,46459,660,25312,0.24,Male,10,1
22,56911,661,16916,0.41,Female,13,0
47,50676,660,37105,0.82,Female,11,0
22,58576,689,28432,0.35,Male,8,0
55,64108,560,15539,0.14,Female,6,0
38,49540,551,18651,0.61,Female,13,0
34,55846,702,18874,0.13,Male,15,0
40,61308,670,13994,0.9,Female,27,0
38,67074,630,27107,0.71,Female,9,0
30,81997,629,13018,0.33,Male,27,0
45,59782,652,19252,0.52,Female,4,0
22,51572,659,13836,0.77,Male,18,0
45,70445,751,15623,0.92,Female,6,1
53,66002,626,26149,0.89,Female,21,1
56,57107,718,25424,0.16,Female,23,0
51,67275,709,17202,0.17,Male,29,0
34,54252,669,29097,0.64,Female,7,0
21,52044,718,24583,0.55,Female,9,0
66,31510,702,20937,0.36,Female,26,1
36,55081,617,27265,0.98,Female,21,0
66,33562,650,31351,0.77,Female,22,1
23,50408,699,23520,0.72,Female,2,0
55,68692,650,22184,0.26,Male,13,0
61,37422,710,4635,0.36,Male,19,0
26,57152,738,22098,0.64,Female,22,0
45,60982,678,23719,0.82,Male,21,0
33,56421,649,22515,0.94,Male,2,1
54,52779,644,12791,0.73,Female,14,0
28,64880,661,14506,0.48,Female,9,0
41,66961,658,25779,0.72,Female,6,0
54,60022,723,16895,0.16,Male,18,0
24,53613,650,21420,0.64,Female,9,0
45,72971,671,3179,0.91,Male,28,0
35,40338,718,19874,0.67,Female,13,0
24,70310,663,26450,0.11,Female,7,0
65,66295,657,22416,0.73,Female,28,0
32,62985,723,18885,0.75,Female,22,1
52,59851,738,11603,0.59,Female,19,0
52,31650,681,5659,0.83,Female,0,1
48,80810,763,13748,0.28,Female,5,0
33,72580,688,28320,0.47,Male,14,1
51,45579,723,19566,0.83,Female,4,0
34,71382,777,25525,0.64,Male,13,0
40,62832,648,31476,0.99,Female,8,1
38,51254,653,20994,0.16,Male,25,0
49,77876,719,26764,0.32,Male,5,0
26,53537,671,29081,0.28,Female,0,0
52,80341,632,8805,0.98,Male,18,0
49,68014,662,13905,0.88,Female,14,0
63,74348,609,6528,0.22,Female,1,0
22,68686,681,5443,0.42,Male,18,0
43,67990,688,16010,0.15,Male,16,0
39,63228,734,17955,0.67,Male,10,0
51,49097,739,5022,0.4,Female,17,0
25,60937,664,23636,0.33,Male,23,0
39,73745,785,16108,0.57,Female,13,1
54,70788,626,31480,0.82,Male,18,1
30,67518,609,21470,0.46,Female,8,0
45,28563,617,21411,0.78,Female,10,0
22,56801,621,18362,0.5,Female,10,1
31,55225,717,19046,0.29,Male,3,0
51,43451,764,22962,0.5,Female,17,1
35,73556,766,27246,0.58,Male,11,1
29,29620,585,9337,0.52,Male,22,1
43,72549,722,13301,0.35,Female,8,0
39,79938,756,22349,0.27,Female,4,0
29,56852,729,19689,0.95,Male,0,0
55,58884,648,26335,0.37,Female,24,0
41,74513,688,14620,0.73,Male,8,1
29,48545,632,30111,0.41,Female,6,0
48,69911,717,15862,0.97,Female,0,0
66,46232,606,17462,0.99,Female,19,1
27,41738,714,28758,0.84,Female,16,1
36,64439,644,24569,0.62,Female,2,0
36,59599,698,35856,0.59,Female,22,0
53,34184,667,27590,0.4,Female,0,0
24,81229,661,30319,0.21,Male,23,0
24,53779,727,17624,0.17,Female,12,0
59,67660,756,30427,0.52,Female,25,0
60,84077,636,20551,0.98,Male,19,0
37,63714,689,2241,0.32,Male,19,0
57,79099,625,23794,0.47,Female,27,0
59,47054,656,24481,0.68,Male,11,0
49,81314,643,11265,0.42,Male,16,0
56,47612,617,22877,0.1,Male,20,1
58,51432,732,20924,0.46,Male,7,0
59,38180,685,29703,0.82,Female,23,0
57,64026,652,23506,0.95,Female,29,1
55,69463,677,20003,0.35,Female,22,0
27,71502,739,9351,0.93,Female,22,0
47,38526,731,4268,0.88,Male,23,1
48,65624,707,30124,0.47,Male,23,0
42,66179,646,23152,0.1,Male,14,0
34,69221,685,18077,0.86,Male,16,0
27,48409,625,24436,0.36,Female,1,0
57,22420,675,18102,0.78,Female,9,0
42,70597,728,3991,0.61,Female,23,1
25,57812,738,28104,0.3,Male,0,1
22,64203,647,29126,0.68,Female,24,0
47,58580,721,17370,0.79,Male,24,0
41,63517,711,19667,0.53,Female,12,0
58,71056,667,15095,0.77,Male,11,0
35,32144,717,34756,0.46,Male,14,0
41,77115,741,29632,0.98,Male,9,1
30,57267,722,13502,0.32,Female,1,0
43,84406,627,24840,0.8,Female,27,0
59,53108,666,12983,0.77,Male,21,0
25,49776,699,13497,0.58,Male,14,0
21,57774,639,16456,0.42,Male,19,0
33,67499,757,15137,0.5,Male,9,0
41,55884,695,7527,0.67,Male,22,0
46,68587,657,30611,0.58,Male,1,1
65,54193,654,21689,0.79,Female,12,0
41,60523,645,32431,0.42,Female,9,1
38,93548,715,18670,0.2,Male,16,1
57,65359,721,8258,0.56,Female,15,0
65,66562,646,28203,0.33,Female,14,0
52,37911,753,22091,0.65,Female,24,0
56,80314,660,17876,0.57,Female,11,0
37,75996,640,29639,0.8,Female,27,0
55,49283,703,9254,0.62,Female,8,0
69,75700,620,27848,0.49,Female,11,1
31,64947,611,25744,0.21,Male,24,0
41,60696,632,21850,0.21,Female,20,0
46,79364,640,8176,0.68,Male,11,0
24,52315,717,27504,0.89,Female,18,0
54,49164,615,25953,0.47,Female,21,0
68,63113,698,22128,0.58,Male,25,1
38,67923,722,19563,0.63,Male,16,0
60,74494,752,10971,0.53,Female,15,0
55,57735,655,11039,0.15,Female,29,0
61,47253,659,13797,0.63,Male,9,1
49,97928,781,7397,0.22,Female,23,0
49,43701,747,7663,0.6,Female,9,0
58,60826,666,16449,0.8,Female,19,1
62,71695,737,9333,0.1,Male,1,0
41,77266,692,18140,0.49,Female,26,1
62,51492,680,20524,0.77,Female,19,1
33,31876,804,8409,0.58,Male,29,0
69,51146,733,26621,0.31,Female,0,1
61,72919,774,28087,0.73,Female,15,0
37,69562,626,2513,0.81,Female,9,0
29,70051,769,30820,0.43,Female,14,0
61,70674,672,24474,0.37,Female,25,0
21,80101,671,20750,0.59,Male,28,0
22,48361,699,31699,0.43,Male,23,0
68,42031,705,20850,0.85,Male,14,0
49,65557,732,13757,0.8,Male,5,0
53,44272,724,8059,0.38,Female,16,0
30,41086,647,19059,0.51,Female,12,0
60,78359,630,19031,0.9,Female,0,0
41,63755,670,6370,0.23,Female,17,0
48,60427,679,17137,0.78,Female,22,1
31,60739,684,32283,0.39,Male,1,0
54,58407,748,24035,0.21,Female,2,0
28,78258,689,9218,0.21,Female,27,0
42,37280,811,22435,0.35,Female,10,0
28,36659,752,25615,0.59,Male,24,0
69,45954,664,28242,0.92,Female,0,0
35,64337,591,24673,0.37,Male,24,0
37,87080,799,29293,0.28,Male,5,0
43,73036,665,26044,0.53,Female,15,0
44,68886,726,18048,0.24,Female,14,0
65,58801,646,22643,0.34,Male,8,0
39,40012,759,18168,0.99,Male,11,1
25,67724,722,23227,0.6,Female,9,0
52,90389,625,25880,0.81,Female,26,0
64,56399,582,19393,0.29,Male,23,0
21,51589,689,22428,0.57,Male,6,0
43,56471,704,16136,0.56,Female,9,0
57,68996,718,17557,0.83,Female,6,0
28,61675,641,19447,0.12,Male,5,0
33,73650,647,15517,0.87,Male,12,0
28,59498,585,30618,0.17,Male,10,1
43,56384,652,24772,0.92,Male,29,0
63,63435,598,25921,0.23,Female,23,0
21,51905,644,24479,0.58,Female,24,1
65,86111,696,21358,0.19,Female,7,0
44,72346,695,10261,0.5,Male,24,0
55,43504,646,28976,0.37,Female,4,0
44,48813,693,36650,0.48,Female,2,0
37,68480,753,25292,0.59,Male,3,0
25,62749,666,13704,0.51,Male,3,0
40,64537,616,24752,0.12,Male,24,0
41,57118,719,13602,0.88,Male,8,0
60,66827,734,16186,0.19,Male,0,0
51,57470,645,640,0.98,Female,29,0
66,68450,645,30959,0.87,Male,14,0
56,71595,580,22535,0.61,Female,12,0
31,84101,656,24583,0.32,Female,4,0
35,52279,633,26315,0.18,Male,17,0
39,59833,603,23819,0.7,Female,4,0
27,41715,661,27814,0.28,Male,10,0
48,87393,679,30923,0.76,Female,20,0
63,30367,670,19713,0.85,Female,2,1
25,85243,663,6710,0.99,Female,3,0
25,61402,756,13251,0.55,Male,6,0
50,66276,695,24951,0.98,Female,25,0
52,57514,712,11782,0.23,Female,28,0
28,60466,770,19496,0.85,Female,3,0
30,68821,729,40006,0.42,Female,2,0
58,35450,666,28357,0.43,Female,9,0
67,50218,587,3907,0.34,Male,19,0
52,47324,661,38648,0.26,Male,10,0
68,66711,752,30936,0.5,Female,17,0
48,60065,728,25306,0.99,Female,0,0
37,69271,661,21076,0.4,Female,20,0
51,62471,676,8965,0.51,Female,8,1
28,75878,686,17014,0.31,Female,24,1
60,48895,649,4133,0.4,Male,16,0
45,60872,652,27612,0.15,Female,11,0
29,76640,647,21483,0.96,Male,0,0
22,73639,704,14052,0.56,Male,23,0
35,37805,627,28080,0.76,Male,22,0
23,44683,752,22660,0.56,Female,6,0
69,58773,679,33113,0.79,Male,13,1
56,56477,624,16449,0.58,Female,8,0
24,59018,731,31144,0.73,Male,11,1
34,71942,755,21798,0.72,Female,20,0
61,64340,837,13803,0.58,Male,7,0
61,65215,748,24750,0.31,Male,6,0
45,70059,636,20597,0.29,Female,13,0
30,76112,690,23646,0.89,Female,1,1
41,14159,806,12109,0.21,Male,1,0
56,54200,641,1516,0.6,Female,28,0
32,46755,616,16042,0.55,Male,19,1
47,67129,660,24574,0.82,Male,16,0
60,53068,629,24337,0.22,Female,9,0
22,61137,649,16368,0.72,Female,20,0
33,72782,646,21871,0.65,Female,4,0
52,50955,715,16862,0.73,Female,0,1
51,65442,615,18927,0.66,Male,4,0
36,83307,686,30096,0.61,Male,3,0
52,72474,641,9329,0.93,Male,11,0
52,36213,707,35093,0.41,Female,13,0
54,55623,712,21391,0.27,Male,25,0
31,65337,724,36149,0.82,Female,10,0
30,68291,724,34890,0.22,Male,20,0
35,56214,648,1808,0.71,Female,3,0
37,50403,679,21470,0.59,Male,24,0
60,61016,753,12149,0.1,Female,8,0
38,43696,702,18917,0.32,Female,2,0
29,76496,724,23659,0.55,Male,2,0
45,88030,619,31656,0.4,Female,2,0
60,65920,727,11320,0.48,Female,6,0
34,56513,585,40233,0.64,Male,0,1
45,74113,603,15352,0.76,Male,12,0
42,71578,635,9254,0.24,Female,3,0
50,55866,701,28759,0.35,Male,24,0
40,59282,709,21020,0.67,Male,11,0
41,50856,639,37690,0.63,Female,7,0
64,62470,583,12127,0.76,Male,18,0
52,64483,727,21474,0.68,Male,23,0
66,48298,709,30161,0.4,Male,5,0
69,43879,701,13234,0.55,Male,9,0
41,40109,776,30253,0.9,Female,12,0
55,66248,687,23181,0.27,Male,29,0
52,59827,630,11955,0.44,Female,26,0
50,58746,746,30105,0.86,Male,2,0
59,66967,659,18428,0.43,Male,27,0
69,46485,674,29507,0.47,Female,8,1
32,43946,653,14377,0.39,Male,9,0
61,63616,638,8383,0.91,Male,12,0
67,34069,658,16479,0.7,Female,15,0
38,56115,756,19022,0.29,Male,22,0
41,96996,626,21559,0.77,Male,7,1
33,39771,733,24270,0.13,Female,25,0
41,53553,587,35676,0.46,Male,10,0
28,28156,760,19172,0.92,Male,1,0
66,56494,765,34254,0.72,Male,28,0
60,89498,628,28198,0.81,Female,18,0
66,67003,683,19352,0.94,Male,28,0
27,50793,712,22453,0.8,Female,22,0
43,92721,649,23166,0.18,Female,1,0
64,33864,774,28205,0.31,Female,5,0
52,66809,681,29425,0.55,Female,15,0
31,60973,653,8798,0.11,Female,15,0
42,56294,683,27829,0.66,Male,6,1
42,72106,643,23262,0.69,Female,10,0
63,42270,681,23141,0.73,Female,26,0
45,64689,657,18936,0.6,Male,15,0
42,62784,641,25629,0.51,Male,5,0
48,46934,719,27107,0.87,Female,4,1
49,89249,595,20897,0.79,Female,8,0
33,57272,768,28173,0.65,Female,2,0
38,57920,691,14951,0.14,Male,20,0
22,44584,772,20094,0.72,Male,28,0
49,57549,728,22887,0.6,Female,20,0
41,95021,612,17524,0.72,Female,7,0
35,56209,683,17352,0.38,Male,7,0
47,67780,590,12561,0.8,Female,16,0
51,74258,634,23453,0.48,Male,29,0
35,57278,673,35559,0.91,Female,5,1
43,53856,644,24817,0.19,Female,11,0
44,67083,656,18657,0.54,Female,5,0
64,56381,646,30525,0.29,Male,14,0
33,55022,791,19726,0.51,Male,10,0
42,74098,685,26001,0.42,Female,9,0
63,58958,711,24481,0.82,Female,28,0
57,78198,677,8057,0.25,Male,1,0
53,58621,696,20802,0.64,Female,20,0
23,40242,577,37145,0.47,Female,28,1
39,8613,763,15664,0.57,Male,5,0
43,32427,643,32746,0.74,Female,18,0
49,35010,737,28100,0.42,Female,16,0
50,63998,739,16406,0.43,Male,8,0
59,45430,590,20843,0.17,Male,1,1
64,30388,682,12336,0.6,Female,3,0
67,58036,700,27603,0.48,Male,24,0
45,43772,685,12438,0.83,Male,8,1
57,66946,679,24023,0.5,Male,7,0
67,66574,658,35427,0.97,Male,29,0
28,68161,644,15625,0.25,Male,3,0
62,21625,732,23563,0.34,Female,0,0
36,60681,699,8838,0.45,Female,10,0
28,58178,689,21136,0.25,Male,10,0
21,41675,599,12696,0.98,Male,6,0
64,27938,667,22758,0.68,Female,17,0
25,58369,677,16515,0.11,Female,7,0
23,75961,722,12874,0.62,Female,29,0
21,21273,592,19700,0.8,Male,14,0
24,47512,625,-416,0.15,Female,25,1
60,61973,769,12361,0.62,Female,9,0
55,76873,640,39766,0.44,Male,13,0
52,55314,587,18962,0.62,Male,26,1
62,88965,645,16988,0.33,Female,1,0
54,33070,640,23780,0.7,Male,9,0
63,29745,712,29273,0.7,Male,18,0
45,75265,711,34000,0.59,Male,14,0
30,24755,631,20408,0.93,Female,21,0
41,66922,661,19282,0.92,Female,19,0
66,55582,706,24017,0.14,Female,1,0
59,46484,708,21410,0.36,Female,16,1
47,53599,628,19608,0.43,Female,2,0
47,40663,633,25762,0.15,Female,3,0
22,55224,785,25642,0.57,Male,24,0
61,60261,667,21419,0.12,Female,24,0
68,53756,754,40236,0.71,Female,4,0
33,51225,691,36193,0.1,Female,11,0
29,63812,734,25386,0.13,Male,20,0
56,84893,711,30208,0.85,Male,22,0
42,56006,688,15546,0.33,Female,23,0
62,72299,687,21182,0.17,Male,18,0
46,45507,617,26787,0.46,Male,11,1
32,39988,671,32102,0.15,Female,4,0
37,66799,653,12666,0.78,Male,22,0
34,56496,663,15682,0.54,Male,14,0
34,76942,661,21577,0.6,Female,26,1
54,79881,688,33147,0.78,Male,17,0
40,72586,711,21562,0.81,Male,24,1
31,72260,673,30165,0.22,Female,18,0
36,8619,727,19669,0.35,Female,22,0
51,66667,659,26787,0.26,Male,27,0
26,72943,684,12229,0.15,Male,24,0
39,40923,806,14912,0.58,Female,24,0
57,60131,619,18934,0.32,Male,2,0
24,44359,658,11360,0.24,Male,1,0
67,75412,589,10899,0.56,Male,10,0
24,45660,691,17323,0.67,Male,13,0
40,48107,680,8821,0.79,Female,20,0
30,53039,686,19478,0.12,Female,4,0
44,93741,634,22681,0.57,Female,29,0
55,75070,641,13694,0.34,Male,12,0
46,84189,682,17562,0.99,Male,7,0
57,32803,609,17340,0.24,Female,5,0
58,40960,724,32710,0.49,Male,11,0
41,80078,610,21283,0.97,Female,6,0
60,33597,672,38056,0.29,Female,10,1
59,49924,658,16699,0.83,Male,7,0
41,90830,654,16680,0.32,Male,8,0
30,45548,599,29200,0.17,Female,3,0
58,32685,677,-169,0.14,Male,4,0
66,60712,619,26244,0.95,Female,3,0
24,33303,687,19257,0.29,Male,24,0
65,78558,642,20905,0.36,Female,11,0
40,46577,677,17315,0.97,Male,17,0
37,43571,589,24719,0.69,Male,28,0
27,60440,725,5228,0.54,Male,14,0
24,53933,734,14050,0.49,Female,7,1
49,63785,652,35674,0.14,Female,10,0
34,67822,820,20512,0.86,Male,13,0
23,56740,718,10540,0.79,Male,6,0
44,42578,667,20495,0.18,Male,28,0
57,70957,655,25977,0.42,Male,15,0
36,49598,640,20774,0.9,Female,22,0
24,46963,650,19098,0.31,Male,7,0
44,62139,674,15277,0.65,Male,28,0
54,31070,677,9874,0.54,Female,26,0
50,65863,609,5036,0.84,Male,10,0
38,62936,747,13349,0.13,Male,0,0
39,76827,719,30506,0.83,Male,16,0
51,52494,772,16602,0.22,Female,6,0
39,79872,698,18697,0.11,Male,17,0
69,67944,732,7819,0.64,Male,11,0
66,59598,617,20051,0.33,Female,19,0
39,87250,710,16772,0.74,Female,27,0
42,61428,590,17333,0.52,Male,21,0
44,52224,631,15245,0.64,Female,20,0
65,61857,805,15357,0.72,Female,4,0
